"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MFSD14C.1",2.60319216278068e-18,-1.10059222789548,0.214,0.297,8.96799700077944e-14,"Monocyte_CD14highCD16high","MFSD14C"
"AIDA.1",2.63130863364026e-18,0.336802875125806,0.255,0.17,9.06485824289069e-14,"Monocyte_CD14highCD16high","AIDA"
"ERBIN.1",3.01190816595493e-18,-0.849796437453148,0.53,0.544,1.03760236317147e-13,"Monocyte_CD14highCD16high","ERBIN"
"UVRAG.1",3.34731080829376e-18,-0.935143165555087,0.374,0.434,1.1531485734572e-13,"Monocyte_CD14highCD16high","UVRAG"
"TRAF3.1",3.60525927604083e-18,-1.08162600035978,0.23,0.313,1.24201182059607e-13,"Monocyte_CD14highCD16high","TRAF3"
"KDM4B.1",3.72212845334408e-18,-1.34794561219226,0.168,0.251,1.28227325217704e-13,"Monocyte_CD14highCD16high","KDM4B"
"UBE2V1.1",3.78730430757643e-18,-1.02808048019502,0.175,0.265,1.30472633396008e-13,"Monocyte_CD14highCD16high","UBE2V1"
"SUSD6.1",3.85260987163576e-18,-1.01093771784699,0.323,0.394,1.32722410077852e-13,"Monocyte_CD14highCD16high","SUSD6"
"CAMK1D.1",3.85463424197117e-18,-1.44871626860403,0.322,0.383,1.32792149635907e-13,"Monocyte_CD14highCD16high","CAMK1D"
"BMPR2.1",4.64710775549176e-18,-1.24621530198864,0.178,0.261,1.60092862176691e-13,"Monocyte_CD14highCD16high","BMPR2"
"RAB31.1",4.88072248672358e-18,-0.665501892637461,0.706,0.662,1.68140889667627e-13,"Monocyte_CD14highCD16high","RAB31"
"CREB1.1",4.94947363248287e-18,-1.11478195090536,0.303,0.372,1.70509366639035e-13,"Monocyte_CD14highCD16high","CREB1"
"PBX2",5.04021550694499e-18,0.256047904259377,0.264,0.175,1.73635424214255e-13,"Monocyte_CD14highCD16high","PBX2"
"TMEM131L",5.13444755409372e-18,-0.95507136020146,0.318,0.391,1.76881718238529e-13,"Monocyte_CD14highCD16high","TMEM131L"
"PAFAH1B1.1",5.65995784734527e-18,-0.918639356076802,0.385,0.446,1.94985547841045e-13,"Monocyte_CD14highCD16high","PAFAH1B1"
"HMBOX1.1",6.40774300125295e-18,-1.192057776561,0.207,0.286,2.20746746393164e-13,"Monocyte_CD14highCD16high","HMBOX1"
"PDZD8.1",6.66526735981812e-18,-1.28373734826624,0.181,0.264,2.29618460545734e-13,"Monocyte_CD14highCD16high","PDZD8"
"CHIC2.1",7.25527783112255e-18,-1.19690678434707,0.238,0.319,2.49944321282172e-13,"Monocyte_CD14highCD16high","CHIC2"
"USP9X.1",9.30391835413362e-18,-1.12474437365037,0.295,0.364,3.20519987299903e-13,"Monocyte_CD14highCD16high","USP9X"
"AHNAK.1",1.2377731061182e-17,-0.402743914849045,0.825,0.78,4.2641283505772e-13,"Monocyte_CD14highCD16high","AHNAK"
"IL6ST.1",1.25260333524775e-17,-1.0850832037853,0.287,0.358,4.31521848992849e-13,"Monocyte_CD14highCD16high","IL6ST"
"IL17RA.1",1.44634087629801e-17,-0.731259049177892,0.52,0.545,4.98264431884663e-13,"Monocyte_CD14highCD16high","IL17RA"
"MBNL2.1",1.55391763430193e-17,-1.17651597315047,0.184,0.266,5.35324625017013e-13,"Monocyte_CD14highCD16high","MBNL2"
"C12orf10",1.77078835325621e-17,0.306610004496594,0.263,0.176,6.10036587696764e-13,"Monocyte_CD14highCD16high","C12orf10"
"PXK.1",1.90143903663869e-17,-1.16459370927804,0.181,0.263,6.55045748122029e-13,"Monocyte_CD14highCD16high","PXK"
"RB1CC1.1",2.13088025555974e-17,-0.938787728150224,0.367,0.428,7.34088248040332e-13,"Monocyte_CD14highCD16high","RB1CC1"
"MCOLN1.1",2.24204222399475e-17,0.336617695259748,0.25,0.165,7.72383546166191e-13,"Monocyte_CD14highCD16high","MCOLN1"
"WIPF1.1",2.355894871244e-17,-0.74073578433192,0.635,0.623,8.11605783143558e-13,"Monocyte_CD14highCD16high","WIPF1"
"RPS6KA3.1",3.01637595719399e-17,-0.921187364644054,0.393,0.448,1.03914151725333e-12,"Monocyte_CD14highCD16high","RPS6KA3"
"GIGYF2.1",3.16501334612394e-17,-1.02905575479272,0.268,0.344,1.0903470977397e-12,"Monocyte_CD14highCD16high","GIGYF2"
"MACF1",3.21174127859689e-17,-0.97294811026832,0.385,0.438,1.10644487047663e-12,"Monocyte_CD14highCD16high","MACF1"
"SLC24A4.1",3.64760908407141e-17,-1.02091135836983,0.329,0.395,1.2566013294626e-12,"Monocyte_CD14highCD16high","SLC24A4"
"UBAC1.1",4.14126534025115e-17,0.288847036184025,0.309,0.216,1.42666590971652e-12,"Monocyte_CD14highCD16high","UBAC1"
"NPL.1",4.27527704166563e-17,-1.15881019603768,0.258,0.33,1.47283294085381e-12,"Monocyte_CD14highCD16high","NPL"
"MAN1A1.1",4.35471642957411e-17,-1.28082829867921,0.223,0.297,1.50019980998828e-12,"Monocyte_CD14highCD16high","MAN1A1"
"PIK3CA.1",4.66720586538499e-17,-1.21253519713937,0.209,0.286,1.60785242062513e-12,"Monocyte_CD14highCD16high","PIK3CA"
"KIF13B.1",4.79927777725408e-17,-1.13346584767606,0.201,0.281,1.65335119426403e-12,"Monocyte_CD14highCD16high","KIF13B"
"N4BP2L2.1",5.00932307822647e-17,-0.604066067343942,0.654,0.648,1.72571180044902e-12,"Monocyte_CD14highCD16high","N4BP2L2"
"KIF1B.1",5.45145736004808e-17,-1.19636235850347,0.217,0.294,1.87802706053656e-12,"Monocyte_CD14highCD16high","KIF1B"
"UBE2E2",6.6501182671947e-17,-1.08099026386938,0.405,0.438,2.29096574304858e-12,"Monocyte_CD14highCD16high","UBE2E2"
"PLAGL2.1",6.96153212100152e-17,0.414328768028885,0.252,0.17,2.39824781568502e-12,"Monocyte_CD14highCD16high","PLAGL2"
"SCAPER.1",7.07592899903089e-17,-1.16707579177728,0.171,0.252,2.43765754016614e-12,"Monocyte_CD14highCD16high","SCAPER"
"CBL",9.39581441491225e-17,-0.933929680757299,0.371,0.426,3.23685806593727e-12,"Monocyte_CD14highCD16high","CBL"
"FOXN2.1",1.01346665577073e-16,-0.85397765735368,0.32,0.387,3.49139262913016e-12,"Monocyte_CD14highCD16high","FOXN2"
"DENND6A.1",1.09562513879461e-16,-1.22018103787196,0.175,0.255,3.77442860314742e-12,"Monocyte_CD14highCD16high","DENND6A"
"ANKRD12.1",1.11595857180516e-16,-0.807367110443972,0.555,0.563,3.84447727986877e-12,"Monocyte_CD14highCD16high","ANKRD12"
"CD55",1.53067112588795e-16,-0.795260145155456,0.533,0.552,5.273162028684e-12,"Monocyte_CD14highCD16high","CD55"
"NOTCH2.1",1.81025581660422e-16,-0.703556436336785,0.574,0.573,6.23633128820152e-12,"Monocyte_CD14highCD16high","NOTCH2"
"TAB2.1",1.9247597811286e-16,-1.08964629067078,0.294,0.36,6.63079744598801e-12,"Monocyte_CD14highCD16high","TAB2"
"EIF3B.1",1.97582606933445e-16,0.263990579356048,0.334,0.24,6.80672080885717e-12,"Monocyte_CD14highCD16high","EIF3B"
"E2F3.1",1.98100837390012e-16,-1.16420524275953,0.222,0.296,6.82457384808592e-12,"Monocyte_CD14highCD16high","E2F3"
"PIK3CD.1",2.2405484380338e-16,-1.01945361771504,0.321,0.386,7.71868936902644e-12,"Monocyte_CD14highCD16high","PIK3CD"
"WDR70",2.28650871323232e-16,-1.03112365129807,0.274,0.347,7.87702251708533e-12,"Monocyte_CD14highCD16high","WDR70"
"IFIT2",2.33895174993194e-16,-0.356651613210254,0.261,0.174,8.05768877851555e-12,"Monocyte_CD14highCD16high","IFIT2"
"GNA15",2.3979644267926e-16,0.253835229452871,0.273,0.186,8.26098745030049e-12,"Monocyte_CD14highCD16high","GNA15"
"WDR61.1",2.40290432862777e-16,0.272281842725743,0.277,0.19,8.27800541212267e-12,"Monocyte_CD14highCD16high","WDR61"
"RBMS1.1",2.55595579214449e-16,-0.82001535816671,0.558,0.554,8.80526770393776e-12,"Monocyte_CD14highCD16high","RBMS1"
"NSD3.1",2.58904823125371e-16,-0.993254313719135,0.361,0.418,8.91927115666905e-12,"Monocyte_CD14highCD16high","NSD3"
"VPS41.1",2.62735873902022e-16,-1.05050087259377,0.273,0.344,9.05125085592467e-12,"Monocyte_CD14highCD16high","VPS41"
"SLC25A13",2.68788399865328e-16,-1.07813645317271,0.214,0.292,9.25976037536054e-12,"Monocyte_CD14highCD16high","SLC25A13"
"TLK2.1",3.0949259116101e-16,-1.21032033800455,0.196,0.272,1.06620197654968e-11,"Monocyte_CD14highCD16high","TLK2"
"GRB2.1",3.56688054241176e-16,-0.549632944273305,0.809,0.729,1.22879034686085e-11,"Monocyte_CD14highCD16high","GRB2"
"PHACTR2.1",3.90733739025595e-16,-0.952976038268948,0.354,0.409,1.34607773094317e-11,"Monocyte_CD14highCD16high","PHACTR2"
"SPAG9.1",4.08625188752926e-16,-1.09831011223324,0.361,0.412,1.40771377525383e-11,"Monocyte_CD14highCD16high","SPAG9"
"CYTH1.1",4.64305822250094e-16,-0.814763062817676,0.527,0.54,1.59953355765157e-11,"Monocyte_CD14highCD16high","CYTH1"
"GIT2.1",4.90364336555807e-16,-0.899940065698448,0.385,0.44,1.68930513943476e-11,"Monocyte_CD14highCD16high","GIT2"
"OGT.1",4.94363579840972e-16,-0.927883570354052,0.31,0.38,1.70308253255215e-11,"Monocyte_CD14highCD16high","OGT"
"ZNF710",5.23052084998264e-16,-1.0250237845074,0.222,0.298,1.80191443281902e-11,"Monocyte_CD14highCD16high","ZNF710"
"SYK.1",5.70479770158282e-16,-0.684224969750093,0.616,0.599,1.96530280819528e-11,"Monocyte_CD14highCD16high","SYK"
"DLG1.1",5.710942963346e-16,-1.08151149137145,0.224,0.299,1.9674198508727e-11,"Monocyte_CD14highCD16high","DLG1"
"AHR.1",5.76923348904036e-16,-0.910515445976259,0.385,0.439,1.9875009369744e-11,"Monocyte_CD14highCD16high","AHR"
"BTG1",5.7802220700918e-16,-0.387162837300307,0.879,0.827,1.99128650314663e-11,"Monocyte_CD14highCD16high","BTG1"
"SCLT1",6.06795643914538e-16,-1.136148920197,0.433,0.464,2.09041099328558e-11,"Monocyte_CD14highCD16high","SCLT1"
"GLG1.1",6.15164701086966e-16,-0.874597081094301,0.398,0.445,2.1192423952446e-11,"Monocyte_CD14highCD16high","GLG1"
"ZMYM4.1",6.66706631431959e-16,-1.00629755437413,0.234,0.31,2.2968043452831e-11,"Monocyte_CD14highCD16high","ZMYM4"
"PDS5B.1",7.59425586091619e-16,-0.975320251632531,0.309,0.374,2.61622114408563e-11,"Monocyte_CD14highCD16high","PDS5B"
"DDX27.1",8.13206345936542e-16,0.250652994699088,0.277,0.19,2.80149586175139e-11,"Monocyte_CD14highCD16high","DDX27"
"NSD1.1",1.21080716995842e-15,-0.902798511405454,0.378,0.429,4.17123070050677e-11,"Monocyte_CD14highCD16high","NSD1"
"VCL",1.48207366551865e-15,-0.901210707960403,0.327,0.395,5.10574377771173e-11,"Monocyte_CD14highCD16high","VCL"
"KLC1",1.7655644564483e-15,-1.10630330118535,0.216,0.291,6.08236955246439e-11,"Monocyte_CD14highCD16high","KLC1"
"CCNH",1.98211942052305e-15,-1.20743141148583,0.261,0.329,6.8284014037019e-11,"Monocyte_CD14highCD16high","CCNH"
"RHOT1.1",1.99103470256732e-15,-0.979705047076234,0.28,0.349,6.85911455034441e-11,"Monocyte_CD14highCD16high","RHOT1"
"PARP4.1",2.00089524634025e-15,-0.991063017081349,0.299,0.365,6.89308412364218e-11,"Monocyte_CD14highCD16high","PARP4"
"FBXL15.1",2.03998289467829e-15,0.254246693144949,0.281,0.195,7.02774107216672e-11,"Monocyte_CD14highCD16high","FBXL15"
"KIDINS220.1",2.04786630577182e-15,-0.857490999915529,0.345,0.406,7.05489942338392e-11,"Monocyte_CD14highCD16high","KIDINS220"
"HIPK1.1",2.05433703794436e-15,-0.972787327281097,0.341,0.399,7.07719109571833e-11,"Monocyte_CD14highCD16high","HIPK1"
"CAB39.1",2.10864002626694e-15,-0.872844713129873,0.427,0.465,7.26426489048961e-11,"Monocyte_CD14highCD16high","CAB39"
"CNOT4.1",2.11468122830152e-15,-1.01202585005901,0.278,0.346,7.28507683149872e-11,"Monocyte_CD14highCD16high","CNOT4"
"PRDM2.1",2.22363691308188e-15,-0.947593040052676,0.332,0.393,7.66042916556708e-11,"Monocyte_CD14highCD16high","PRDM2"
"ABHD3",2.30667854167171e-15,-1.14737876897525,0.25,0.321,7.94650757605905e-11,"Monocyte_CD14highCD16high","ABHD3"
"TET3.1",2.44140149497368e-15,-0.862066179767148,0.34,0.397,8.41062815018433e-11,"Monocyte_CD14highCD16high","TET3"
"PPP1R21",2.46565514680747e-15,-1.17693206168184,0.198,0.27,8.49418198075172e-11,"Monocyte_CD14highCD16high","PPP1R21"
"NUP214.1",2.52605812128373e-15,-0.525947973018623,0.753,0.705,8.70227022782246e-11,"Monocyte_CD14highCD16high","NUP214"
"MARCH7.1",2.77356750993582e-15,-0.96618708623192,0.348,0.405,9.55494007172889e-11,"Monocyte_CD14highCD16high","MARCH7"
"RABGAP1",3.12352373899625e-15,-1.02033110273164,0.209,0.284,1.07605392808421e-10,"Monocyte_CD14highCD16high","RABGAP1"
"TRAPPC5.1",3.60354795486929e-15,-0.82923294789857,0.305,0.375,1.24142227045247e-10,"Monocyte_CD14highCD16high","TRAPPC5"
"NPEPPS.1",3.7983833688166e-15,-0.924773687189117,0.316,0.384,1.30854307055732e-10,"Monocyte_CD14highCD16high","NPEPPS"
"DNAJC13.1",3.80365602760426e-15,-0.985840550326497,0.253,0.32,1.31035950150967e-10,"Monocyte_CD14highCD16high","DNAJC13"
"AKAP10",4.07268256723902e-15,-0.997009818977473,0.263,0.334,1.40303914441384e-10,"Monocyte_CD14highCD16high","AKAP10"
"TTC17.1",4.11223312810759e-15,-0.950287371106171,0.317,0.379,1.41666431263306e-10,"Monocyte_CD14highCD16high","TTC17"
"FIG4.1",4.13973820569994e-15,-1.11615712911727,0.185,0.258,1.42613981186363e-10,"Monocyte_CD14highCD16high","FIG4"
"MYH9.1",4.26450374911555e-15,-0.608334265806778,0.664,0.643,1.46912154157031e-10,"Monocyte_CD14highCD16high","MYH9"
"CPPED1.1",5.05822928301973e-15,-0.688470647564524,0.752,0.691,1.7425599880003e-10,"Monocyte_CD14highCD16high","CPPED1"
"HIPK2.1",6.57973153116793e-15,-1.12545650609344,0.247,0.315,2.26671751248735e-10,"Monocyte_CD14highCD16high","HIPK2"
"APC",7.52222775442303e-15,-0.993406704770625,0.262,0.333,2.59140746139874e-10,"Monocyte_CD14highCD16high","APC"
"NLRP1.1",8.03881421889174e-15,-0.92438189845624,0.363,0.416,2.7693714984082e-10,"Monocyte_CD14highCD16high","NLRP1"
"SUSD1",8.47812979835841e-15,-1.15182760941132,0.186,0.258,2.92071571553447e-10,"Monocyte_CD14highCD16high","SUSD1"
"KMT2E.1",9.04290293847964e-15,-0.697350789903763,0.611,0.599,3.11528006230623e-10,"Monocyte_CD14highCD16high","KMT2E"
"RAB2A",1.19372548279973e-14,-0.748669197420494,0.603,0.586,4.11238428824508e-10,"Monocyte_CD14highCD16high","RAB2A"
"BRWD3.1",1.2025646675687e-14,-1.22472317980134,0.19,0.261,4.14283527977418e-10,"Monocyte_CD14highCD16high","BRWD3"
"F13A1.1",1.20365027380184e-14,-1.40864300941766,0.194,0.259,4.14657519324735e-10,"Monocyte_CD14highCD16high","F13A1"
"PTPN12.1",1.2198234619292e-14,-0.874976224115486,0.452,0.477,4.2022918263461e-10,"Monocyte_CD14highCD16high","PTPN12"
"USP48.1",1.37433926612115e-14,-0.973052634105021,0.286,0.349,4.73459877178735e-10,"Monocyte_CD14highCD16high","USP48"
"AP1G1.1",1.48911039405132e-14,-1.14962342068074,0.204,0.277,5.12998530750679e-10,"Monocyte_CD14highCD16high","AP1G1"
"SETD5.1",1.65257797336063e-14,-1.08160614307104,0.23,0.301,5.69313111822738e-10,"Monocyte_CD14highCD16high","SETD5"
"ECPAS.1",1.80015120295565e-14,-1.05974358834902,0.204,0.275,6.20152089418221e-10,"Monocyte_CD14highCD16high","ECPAS"
"CREBRF.1",1.92901015880612e-14,-0.872039808482136,0.418,0.463,6.6454399970871e-10,"Monocyte_CD14highCD16high","CREBRF"
"MALAT1.1",1.94789644266358e-14,-0.310417139906609,1,0.997,6.71050324497602e-10,"Monocyte_CD14highCD16high","MALAT1"
"FAM117B.1",1.96259808520571e-14,-1.10126540902708,0.234,0.301,6.76115040353366e-10,"Monocyte_CD14highCD16high","FAM117B"
"PIK3C3.1",1.98008581362387e-14,-1.16789374339379,0.193,0.265,6.82139562793422e-10,"Monocyte_CD14highCD16high","PIK3C3"
"TNRC6A.1",2.56781967124382e-14,-0.943935778108837,0.282,0.347,8.84613876743495e-10,"Monocyte_CD14highCD16high","TNRC6A"
"PF4",2.74375641401374e-14,-0.601856185846905,0.299,0.203,9.45224084627732e-10,"Monocyte_CD14highCD16high","PF4"
"DCTN4.1",2.845463409427e-14,-1.03695725409373,0.192,0.266,9.802621445476e-10,"Monocyte_CD14highCD16high","DCTN4"
"ANO6.1",3.00429691665049e-14,-0.936826400273224,0.328,0.383,1.03498028778609e-09,"Monocyte_CD14highCD16high","ANO6"
"TBC1D1",3.63407435199133e-14,-1.06258762750752,0.388,0.431,1.25193861426101e-09,"Monocyte_CD14highCD16high","TBC1D1"
"SMARCA2",6.3221907161888e-14,-0.921792326699359,0.348,0.4,2.17799470172704e-09,"Monocyte_CD14highCD16high","SMARCA2"
"KIAA1109.1",6.73155104751095e-14,-1.089678545892,0.301,0.362,2.31901933586752e-09,"Monocyte_CD14highCD16high","KIAA1109"
"BPTF.1",7.34383058499873e-14,-0.735950850146686,0.465,0.499,2.52994963653206e-09,"Monocyte_CD14highCD16high","BPTF"
"PIK3C2A.1",8.07950803592542e-14,-1.07349163498314,0.195,0.264,2.78339051837631e-09,"Monocyte_CD14highCD16high","PIK3C2A"
"USP4.1",8.12347402828641e-14,-1.0396484126156,0.284,0.346,2.79853680274467e-09,"Monocyte_CD14highCD16high","USP4"
"PTPRA",9.29544301793055e-14,-0.967800873780359,0.289,0.351,3.20228011967707e-09,"Monocyte_CD14highCD16high","PTPRA"
"PTBP3.1",9.86793695867183e-14,-0.670521590020416,0.581,0.576,3.39950428226244e-09,"Monocyte_CD14highCD16high","PTBP3"
"ARID4A.1",1.08290520446557e-13,-0.944901438171922,0.329,0.385,3.7306084293839e-09,"Monocyte_CD14highCD16high","ARID4A"
"VPS13C.1",1.17123014642e-13,-0.630418668382227,0.577,0.581,4.03488785441691e-09,"Monocyte_CD14highCD16high","VPS13C"
"SMAD2",1.17767810189782e-13,-0.90550307638801,0.336,0.389,4.057101061038e-09,"Monocyte_CD14highCD16high","SMAD2"
"DDX60L.1",1.45061188434427e-13,-1.13004816287497,0.321,0.382,4.99735794156603e-09,"Monocyte_CD14highCD16high","DDX60L"
"UBE3C.1",1.5441432609524e-13,-1.00978341186505,0.233,0.297,5.31957353398101e-09,"Monocyte_CD14highCD16high","UBE3C"
"RBM26.1",1.57871316869685e-13,-0.946982490502423,0.34,0.39,5.43866686616066e-09,"Monocyte_CD14highCD16high","RBM26"
"UBE2R2",1.96299215611514e-13,-0.663669792642622,0.657,0.62,6.76250797781666e-09,"Monocyte_CD14highCD16high","UBE2R2"
"UBXN7.1",2.25254364785007e-13,-1.020713489757,0.203,0.273,7.7600128668435e-09,"Monocyte_CD14highCD16high","UBXN7"
"RSRC1",2.87974731227288e-13,-0.989489376382203,0.291,0.346,9.92072949078009e-09,"Monocyte_CD14highCD16high","RSRC1"
"AFTPH.1",2.89221581963703e-13,-0.824284584993577,0.366,0.414,9.96368349864957e-09,"Monocyte_CD14highCD16high","AFTPH"
"NAMPT.1",2.98358910263355e-13,-1.29599519323791,0.781,0.72,1.02784644585726e-08,"Monocyte_CD14highCD16high","NAMPT"
"CMIP.1",3.20655094368776e-13,-0.712798355074908,0.559,0.553,1.10465680010043e-08,"Monocyte_CD14highCD16high","CMIP"
"RGS2.1",3.38033693720516e-13,-0.665115221722117,0.751,0.729,1.16452607486718e-08,"Monocyte_CD14highCD16high","RGS2"
"ARHGEF3",3.54524243266224e-13,-1.04091756816536,0.226,0.293,1.22133601805214e-08,"Monocyte_CD14highCD16high","ARHGEF3"
"TNPO3.1",3.6379663593277e-13,-1.07194298927318,0.219,0.285,1.25327941078839e-08,"Monocyte_CD14highCD16high","TNPO3"
"UTRN.1",3.91328471181346e-13,-0.824243654125048,0.676,0.617,1.34812658321974e-08,"Monocyte_CD14highCD16high","UTRN"
"CKAP4.1",4.5321618422525e-13,-1.02587064492405,0.239,0.302,1.56132975465599e-08,"Monocyte_CD14highCD16high","CKAP4"
"REV3L.1",4.69723866568597e-13,-1.0549346941588,0.205,0.273,1.61819872032882e-08,"Monocyte_CD14highCD16high","REV3L"
"PPP2R2A.1",4.73070173033266e-13,-1.00360391032866,0.301,0.356,1.6297267460996e-08,"Monocyte_CD14highCD16high","PPP2R2A"
"ATM.1",4.90042860589878e-13,-0.888895844426527,0.431,0.467,1.68819765473213e-08,"Monocyte_CD14highCD16high","ATM"
"IL15.1",5.68197853390079e-13,-0.879431610798575,0.271,0.334,1.95744160492882e-08,"Monocyte_CD14highCD16high","IL15"
"ZNF652.1",5.85746145829161e-13,-1.02451983440005,0.296,0.35,2.01789547238146e-08,"Monocyte_CD14highCD16high","ZNF652"
"COMMD10",6.0296557886167e-13,-1.02427435249818,0.292,0.346,2.07721641917845e-08,"Monocyte_CD14highCD16high","COMMD10"
"BRWD1.1",6.99784970807867e-13,-1.03266873159216,0.268,0.327,2.4107592244331e-08,"Monocyte_CD14highCD16high","BRWD1"
"LPGAT1.1",7.27950687200999e-13,-0.885744187522441,0.387,0.427,2.50779011740744e-08,"Monocyte_CD14highCD16high","LPGAT1"
"KLF7",7.58763954555775e-13,-1.06255879462573,0.25,0.314,2.61394182344464e-08,"Monocyte_CD14highCD16high","KLF7"
"PSPC1.1",8.81435039890349e-13,-0.960345883778201,0.296,0.352,3.03654371242225e-08,"Monocyte_CD14highCD16high","PSPC1"
"MIA2",9.17504885587043e-13,-1.08390492162923,0.239,0.302,3.16080433084736e-08,"Monocyte_CD14highCD16high","MIA2"
"TOP1.1",1.10314968702333e-12,-0.81798265260233,0.49,0.507,3.80035067179537e-08,"Monocyte_CD14highCD16high","TOP1"
"TRPM7.1",1.14051341244568e-12,-0.977272070419803,0.229,0.294,3.92906870587537e-08,"Monocyte_CD14highCD16high","TRPM7"
"ZZEF1",1.18979082695213e-12,-1.03569123175954,0.227,0.292,4.0988293988501e-08,"Monocyte_CD14highCD16high","ZZEF1"
"PIKFYVE.1",1.2563662068001e-12,-1.04226470746717,0.224,0.287,4.32818158242634e-08,"Monocyte_CD14highCD16high","PIKFYVE"
"FAM126B.1",1.50155365733106e-12,-1.32042310137453,0.193,0.257,5.17285234950552e-08,"Monocyte_CD14highCD16high","FAM126B"
"SENP5",1.53049439754791e-12,-1.02188609879078,0.195,0.26,5.27255319955255e-08,"Monocyte_CD14highCD16high","SENP5"
"FAM13B",1.56347602335125e-12,-1.0281651487268,0.24,0.3,5.38617490044505e-08,"Monocyte_CD14highCD16high","FAM13B"
"AFF4.1",1.71048597377714e-12,-0.934758206759118,0.365,0.401,5.89262417966225e-08,"Monocyte_CD14highCD16high","AFF4"
"ACSL4.1",1.7721664455591e-12,-0.960913657781928,0.336,0.388,6.10511340495111e-08,"Monocyte_CD14highCD16high","ACSL4"
"RNF169.1",1.99135019362798e-12,-1.17729941834172,0.214,0.276,6.86020141704839e-08,"Monocyte_CD14highCD16high","RNF169"
"PHF3",2.07776842992486e-12,-0.824685929959699,0.405,0.443,7.15791224109116e-08,"Monocyte_CD14highCD16high","PHF3"
"NUP98.1",2.34398438919766e-12,-1.14984784425245,0.204,0.269,8.07502622078592e-08,"Monocyte_CD14highCD16high","NUP98"
"XYLT1.1",2.39622063716972e-12,-0.94788265157097,0.196,0.263,8.25498009504967e-08,"Monocyte_CD14highCD16high","XYLT1"
"NACC2.1",2.48605638706501e-12,-0.820610667073908,0.27,0.332,8.56446425343897e-08,"Monocyte_CD14highCD16high","NACC2"
"PPM1A.1",2.65708573667362e-12,-1.03048137575482,0.24,0.301,9.15366036284062e-08,"Monocyte_CD14highCD16high","PPM1A"
"MT-ATP8",2.82277024660863e-12,-0.993820456925281,0.285,0.349,9.72444349956675e-08,"Monocyte_CD14highCD16high","MT-ATP8"
"RNF149",2.92310810950733e-12,-0.764597353153351,0.707,0.655,1.00701074372528e-07,"Monocyte_CD14highCD16high","RNF149"
"RAF1.1",3.0248757439115e-12,-0.958765377732497,0.347,0.395,1.04206969377751e-07,"Monocyte_CD14highCD16high","RAF1"
"MARCH6",3.40075443814053e-12,-1.00533980452091,0.294,0.351,1.17155990393941e-07,"Monocyte_CD14highCD16high","MARCH6"
"ABHD5.1",3.48019203993708e-12,-1.0119599834507,0.297,0.35,1.19892615775833e-07,"Monocyte_CD14highCD16high","ABHD5"
"CDS2",3.67109563907218e-12,-1.10708004195335,0.198,0.26,1.26469244766037e-07,"Monocyte_CD14highCD16high","CDS2"
"KCMF1",4.15764763323616e-12,-1.02359352819044,0.282,0.335,1.43230960964986e-07,"Monocyte_CD14highCD16high","KCMF1"
"ADNP.1",4.8188755704495e-12,-1.02670153701153,0.23,0.292,1.66010263401985e-07,"Monocyte_CD14highCD16high","ADNP"
